0,"The premium-priced phone makes a strong case to make the switch, but its size and difficult to use keyboard are among its drawbacks. Three men allowed themselves.",http://www.nytimes.com/2014/09/25/technology/personaltech/blackberry-passport-review.html
1,The three men turned themselves in to the French authorities after a mix-up allowed them to walk free.,http://www.nytimes.com/2014/09/25/world/europe/french-islamic-militant-suspects-expelled-by-turkey.html
2,"The company, whose chief executive, John S. Chen, arrived in November, is hoping that the new Passport phone will put BlackBerry back on the board, even if only modestly.",http://www.nytimes.com/2014/09/25/technology/under-new-leadership-blackberry-unveils-its-newest-smartphone.html
3,"Worn by French ing&#233;nues, literary rebels or political heavyweights, the perfect bangs &#8212; long and full of mystery &#8212; are enough to make anyone pick up the shears.",http://tmagazine.blogs.nytimes.com/2014/09/24/bangs-beauty-trend/
4,The photographer Greg Kessler captures behind-the-scenes beauty transformations during Spring 2015 Fashion Week in Paris.,http://tmagazine.blogs.nytimes.com/2014/09/24/paris-fashion-week-spring-2015-cedric-charlier-model-bhumika-arora-transforms/
5,"Metropolitan Diary: He had never stared at the dark-haired woman in a nearby building, never spoken to her, but the new emptiness was a kind of loss.",http://cityroom.blogs.nytimes.com/2014/09/24/a-suddenly-vacant-apartment/
6,Regulators are looking into whether Pimco inflated the returns of an actively traded $3.6 billion exchange traded fund that mirrors the bond giant&#8217;s flagship fund.,http://dealbook.nytimes.com/2014/09/24/s-e-c-is-examining-pimco-exchange-traded-fund/
7,Highlights from the International Herald Tribune archives: German troops are moving in the Belgian towns of Antwerp and Liege in 1914.,http://iht-retrospective.blogs.nytimes.com/2014/09/24/1914-germans-bring-up-guns/
8,Wall Street investors are bankrolling A.I.G.&#8217;s former chief executive in his suit over the government&#8217;s bailout. &#124; New inversion rules may lack bite. &#124; Citizens Financial Group is making its public market debut. &#124; In defense of hedge funds.,http://dealbook.nytimes.com/2014/09/24/morning-agenda-wall-st-helps-out-a-i-g-s-ex-chief/
9,"At Maiyet, the trend has been turned into a short film directed and choreographed by Benjamin Millepied, the Paris Op&#233;ra Ballet&#8217;s incoming director.",http://runway.blogs.nytimes.com/2014/09/24/maiyet-film-for-paris-fashion-week-directed-by-benjamin-millepied/
10,"Liu Tienan, a former deputy chairman of the national economic planning commission, is the latest top official swept up in China’s anticorruption push.",http://www.nytimes.com/2014/09/25/world/asia/in-china-trial-begins-for-former-official-accused-of-taking-millions-in-bribes.html
11,"After a friend&#8217;s wife died of cancer, I started asking questions about what I have been doing with my life.",http://boss.blogs.nytimes.com/2014/09/24/searching-for-meaning-at-a-company-that-finishes-metal-parts/
12,"Apple only recently unlocked the true potential of its fingerprint sensor, called Touch ID, with iOS 8, which now can be accessed by third-party apps to use for passwords.",http://bits.blogs.nytimes.com/2014/09/24/with-ios-8-your-fingerprint-can-become-the-master-password/
13,"At Kin Khao, the dishes reflect the home-cooked flavors of the owner’s youth.",http://www.nytimes.com/2014/09/28/magazine/thai-style-thai.html
14,"Denver students protesting a proposed anti-protest curriculum-review committee appear to have learned lessons about the value of questioning authority, and irony.",http://parenting.blogs.nytimes.com/2014/09/24/civil-disorder-out-of-the-curriculum-and-into-the-streets/
15,A moving song by a Greek violinist led the writer to a hillside village across the ocean.,http://www.nytimes.com/2014/09/28/magazine/hunting-for-the-source-of-the-worlds-most-beguiling-folk-music.html
16,"Militants from the Islamic State had besieged a number of Kurdish villages near the border, sending tens of thousands of refugees into Turkey.",http://www.nytimes.com/2014/09/25/world/middleeast/syria-isis.html
17,"The inquiry is a reminder of the scrutiny that Chinese technology firms are subject to abroad, as governments become wary of cybersecurity threats.",http://www.nytimes.com/2014/09/25/technology/taiwan-investigates-xiaomi-of-china-over-cybersecurity-concerns.html
18,"On Tuesday night, more than 700 lawyers, who either currently or once worked as a federal prosecutor in Manhattan, gathered to celebrate 225 years of legal history in New York.",http://dealbook.nytimes.com/2014/09/24/hfo-a-birthday-party-of-sorts-for-u-s-prosecutors-in-new-york/
19,"Rafael Hui Si-yan, Hong Kong&#8217;s former chief secretary, testified that he received the money in late 2007 from a friend who said it was from &#8220;someone from Beijing&#8221; but refused to identify the donor.",http://sinosphere.blogs.nytimes.com/2014/09/24/hong-kongs-former-no-2-official-says-beijing-paid-him-1-42-million/
20,"Several websites and apps are remaking the way that players and coaches practice, scout other teams and analyze their own performance.",http://bits.blogs.nytimes.com/2014/09/24/daily-report-digital-technology-transforms-high-school-football/
21,"The transaction between the Spanish and Italian banks would create an entity with about $568 billion in assets under management and operations in the Americas, Europe and Asia.",http://dealbook.nytimes.com/2014/09/24/santander-and-unicredit-in-talks-to-combine-asset-management-units/
22,"Three decades after their NBC debut, the Huxtables remain one of the most beloved &#8212; and politically effective &#8212; sitcom families in television history.",http://op-talk.blogs.nytimes.com/2014/09/24/why-the-cosby-show-still-matters/
23,"Desperation grows among political prisoners, but the regime continues to ignore their plight.",http://www.nytimes.com/2014/09/25/opinion/egypts-hunger-strikers.html
24,Even a fiercely independent and rebellious people can feel the tug of belonging.,http://www.nytimes.com/2014/09/25/opinion/nikos-konstandaras-crete-finds-self-in-union.html
25,"Wednesday: A guide to Rosh Hashana for parents, fine fall weather, and a big ear appears uptown.",http://cityroom.blogs.nytimes.com/2014/09/24/new-york-today-hello-high-holy-days/
26,"The General Assembly building was the last in the United Nations complex to be fixed up, which means it is finally up to city code.",http://www.nytimes.com/news/un-general-assembly/2014/09/24/a-safer-cleaner-united-nations-hall/
27,Here’s what you need to know to start your day.,http://www.nytimes.com/2014/09/24/us/latest-news-un-general-assembly-isis-strikes-india-reaches-mars.html
28,"Shayne Oliver&#8217;s presentation was in what looked like a white-collar squat, but will a gorgeous view of the Eiffel Tower.",http://runway.blogs.nytimes.com/2014/09/24/hood-by-air-takes-paris-fashion-week/
29,"A spacecraft nicknamed MOM successfully reached Mars orbit Wednesday, making India the first nation to accomplish the feat on a maiden voyage.",http://www.nytimes.com/2014/09/25/world/asia/on-a-shoestring-india-sends-orbiter-to-mars.html
30,"Alzheimer&#8217;s occurs more often among older people who have used benzodiazepines for long periods, researchers report.",http://newoldage.blogs.nytimes.com/2014/09/24/study-links-anxiety-drugs-to-alzheimers-disease/
31,"When Argentina&#8217;s financial crisis left workers at the Hotel Bauen unemployed, they took over the hotel and ran it themselves.",http://lens.blogs.nytimes.com/2014/09/24/workers-unite-at-an-argentine-hotel/
32,"Have you read or heard about Emma Sulkowicz, the student at Columbia who has been protesting its handling of a sexual assault she says happened to her as a sophomore? What do you think of her senior art thesis piece, &#8220;Carry That Weight&#8221;? Why?",http://learning.blogs.nytimes.com/2014/09/24/what-is-your-reaction-to-the-performance-and-protest-piece-carry-that-weight/
33,"The Mexican president, still more popular abroad than he is at home, is expected to promote steps to modernize and remake Mexico&#8217;s economy and raise the standard of living when he addresses the General Assembly on Wednesday.",http://www.nytimes.com/news/un-general-assembly/2014/09/24/president-enrique-pena-nieto-of-mexico-to-address-u-n-general-assembly/
34,"The militant Islamic cleric walked free after he was cleared of plotting a terror attack against Israeli, American and other Western tourists at a millennium celebration in 2000.",http://www.nytimes.com/2014/09/25/world/middleeast/abu-qatada-acquitted-on-2nd-terrorism-charge.html
35,Why will the participation of five Arab countries in the operation bolster the president&#8217;s argument that this campaign does not pit the United States against the Sunni Muslim world?,http://learning.blogs.nytimes.com/2014/09/24/6-qs-about-the-news-obama-after-airstrikes-in-syria-says-u-s-will-take-the-fight-to-isis/
36,"Electra said that two influential shareholder advisory services opposed efforts of the activist investor Edward J. Bramson, through his Sherborne Investors Management, to shake up the board of the British private equity firm.",http://dealbook.nytimes.com/2014/09/24/shareholders-advised-to-reject-sherborne-bid-for-electra-seats/
37,"The man wounded two members of a police counterterrorism task force, one of whom shot him, the authorities said.",http://www.nytimes.com/2014/09/25/world/asia/australian-police-say-terror-suspect-was-killed-after-slashing-officers.html
38,"Below are the first six paragraphs of a Sept. 19 article, &#8220;Right Up to Retirement, Derek Jeter Is Still Playing the Game.&#8221; Can you choose the best word for each blank?",http://learning.blogs.nytimes.com/2014/09/24/test-yourself-derek-jeters-final-games/
39,"Quotation of the Day for Wednesday, September 24, 2014.",http://www.nytimes.com/2014/09/24/pageoneplus/quotation-of-the-day-for-wednesday-september-24-2014.html
40,"Corrections appearing in print on September 24, 2014.",http://www.nytimes.com/2014/09/24/pageoneplus/corrections-september-24-2014.html
41,"It&#8217;s due to be a balmy 60-odd degrees in Paris, and Fashion Week has officially begun.",http://runway.blogs.nytimes.com/2014/09/24/paris-fashion-week-morning-report-2/
42,Statements by the United States and the European Union expressed deep concern over the conviction and life sentence for Ilham Tohti on charges of separatism.,http://sinosphere.blogs.nytimes.com/2014/09/24/western-governments-fault-prison-for-uighur-scholar/
43,"With Starling Marte&#8217;s sixth-inning double, Pittsburgh topped Atlanta to clinch at least a wild-card spot.",http://www.nytimes.com/2014/09/24/sports/baseball/pirates-secure-a-playoff-berth.html
44,This word has appeared in 31 New York Times articles in the past year.,http://learning.blogs.nytimes.com/2014/09/24/word-of-the-day-depose/
45,"Saks Fifth Avenue is expected to announce a new department store, an opening of Off 5th and a move to the financial district.",http://www.nytimes.com/2014/09/24/realestate/commercial/saks-embraces-lower-manhattan-.html
46,"Vigorous exercise is good for almost all of the body &#8212; except perhaps the teeth, according to a surprising new study of athletes.",http://well.blogs.nytimes.com/2014/09/24/is-exercise-bad-for-your-teeth/
47,Many young Americans see financial stability as a prerequisite for a wedding.,http://www.nytimes.com/2014/09/24/upshot/for-the-young-money-is-increasingly-trumping-marriage.html
48,Television highlights.,http://www.nytimes.com/2014/09/24/arts/television/whats-on-tv-wednesday.html
49,"Bird, who won gold in 2002 and 2010 and a bronze in 2006, was named to the 2014 United States team.",http://www.nytimes.com/2014/09/24/sports/basketball/sue-bird-is-first-american-on-four-teams-for-world-championship.html
50,"“I know people think I have this list tucked away in a vault with cities lined up,” Commissioner Gary Bettman said. “We don’t.”",http://www.nytimes.com/2014/09/24/sports/hockey/nhl-has-no-immediate-plans-to-expand-bettman-says.html
51,Liverpool reached the fourth round of the League Cup by winning a marathon penalty shootout at home against second-tier Middlesbrough.,http://www.nytimes.com/2014/09/24/sports/soccer/liverpool-emerges-from-14-13-shootout-and-advances-in-league-cup.html
52,"Lisa Brennauer of Germany won her second gold medal in three days at the world championships by claiming the individual time trial in Ponferrada, Spain.",http://www.nytimes.com/2014/09/24/sports/cycling/second-gold-for-german-at-world-championships.html
53,The top-ranked Williams retired from her second-round match with Alize Cornet at the Wuhan Open in China with a viral illness.,http://www.nytimes.com/2014/09/24/sports/tennis/illness-forces-serena-williams-to-retire-from-match.html
54,A Washington City Council member introduced a bill Tuesday that would force five schools in the District of Columbia to change their American Indian nicknames.,http://www.nytimes.com/2014/09/24/us/ban-sought-on-indian-nicknames.html
55,"Mets General Manager Sandy Alderson, who had his contract extended through 2017, said his top priority was to add 10 to 12 wins next season.",http://www.nytimes.com/2014/09/24/sports/baseball/mets-announce-sandy-alderson-deal-and-say-terry-collins-will-return.html
56,"In much of the state, a two-bedroom apartment or home is virtually impossible to acquire with anything less than a six-figure salary.",http://www.nytimes.com/2014/09/24/us/a-california-dream-not-having-to-settle-for-just-one-bedroom.html
57,A federal judge ruled that the federal Fish and Wildlife Service accepted a state commitment to maintain the wolf population without requiring adequate safeguards.,http://www.nytimes.com/2014/09/24/us/protection-for-wolves-is-restored-in-wyoming.html
58,"The Yankees dropped to five games out of the A.L.’s second wild-card spot with five games left, meaning that another loss would knock them out of postseason contention.",http://www.nytimes.com/2014/09/24/sports/baseball/orioles-power-surge-pushes-yankees-to-the-brink-of-elimination.html
59,"Ms. Hill began as a model, then wrote books and then become an artist, using the IBM photocopier as her medium.",http://www.nytimes.com/2014/09/24/arts/pati-hill-an-author-turned-artist-dies-at-93.html
60,Hundreds of high school students left class in response to a Jefferson County school district proposal to oversee a curriculum that would promote patriotism and respect.,http://www.nytimes.com/2014/09/24/us/in-colorado-a-student-counterprotest-to-an-anti-protest-curriculum.html
61,"Caldwell Jones, who helped the Philadelphia 76ers to three N.B.A. finals appearances, was a top defender who also had smooth, slithery move to the basket, a fluid hook shot and a reliable short-range jumper.",http://www.nytimes.com/2014/09/24/sports/basketball/caldwell-jones-artful-center-dies-at-64-.html
62,"Oysters, which once thrived in New York Harbor but were decimated by pollution, are making a slow comeback with the help of researchers.",http://www.nytimes.com/2014/09/24/multimedia/-citys-slow-comeback-to-title-of-the-big-oyster.html
63,"Two suspects in a shooting at a clothing store in Kissimmee were killed Tuesday after crashing their car, the police said.",http://www.nytimes.com/2014/09/24/us/florida-suspects-in-shooting-killed-.html
64,"With the young linebackers Jarvis Jones and Ryan Shazier injured, Pittsburgh Coach Mike Tomlin called the decision to sign Harrison “simple and easy.”",http://www.nytimes.com/2014/09/24/sports/football/depleted-steelers-bring-james-harrison-out-of-retirement.html
65,"Lottery numbers for New York, New Jersey and Connecticut.",http://www.nytimes.com/2014/09/24/nyregion/winning-lottery-numbers-for-sept-23-2014.html
66,"Everton Wagstaffe, after a New York State appellate court threw out his conviction in a kidnapping that ended in a teenager&#8217;s death, was sent to an immigration detention center.",http://www.nytimes.com/2014/09/24/nyregion/cleared-after-nearly-23-years-in-prison-but-not-free.html
67,"The Jets yearn for Smith to smooth out his rough edges like other second-year passers, but his progress is being overshadowed by the continuation of egregious turnovers.",http://www.nytimes.com/2014/09/24/sports/football/rookie-mistakes-haunt-geno-smith-in-second-year-with-jets.html
68,"Legal experts said many factors suggested that the institution, found liable for knowingly supporting terrorism, may be asked to pay a judgment near or exceeding $1 billion.",http://www.nytimes.com/2014/09/24/nyregion/24arabbank.html
69,"Deborah Adler filed a lawsuit against the 92nd Street Y, claiming contract violations and employment discrimination against her husband, Sol.",http://www.nytimes.com/2014/09/24/nyregion/suit-details-firing-and-suicide-of-92nd-street-y-director.html
70,"In the wake of the conflict in Gaza, three communities became flash points of violence and began contending with hatred they thought was buried in the past.",http://www.nytimes.com/2014/09/24/world/europe/europes-anti-semitism-comes-out-of-shadows.html
71,"Andrew S. Penson offered $400 million for a block where he could build a tower, next to Grand Central Terminal",http://www.nytimes.com/2014/09/24/nyregion/24grandcentral.html
72,"David Denenberg, the Democratic candidate, abruptly ended his campaign on Tuesday after his former law firm accused him of fraud.",http://www.nytimes.com/2014/09/24/nyregion/accused-of-bilking-client-li-democrat-david-denenberg-ends-state-senate-bid.html
73,"Maurice R. Greenberg, the former chief of A.I.G., has now raised several million dollars from three Wall Street investors to help cover the cost of the case.",http://dealbook.nytimes.com/2014/09/23/as-ex-chief-of-a-i-g-sues-u-s-wall-st-is-happy-to-pay-the-tab/
74,The return of Andy Kravis.,http://wordplay.blogs.nytimes.com/2014/09/23/get-off-the-ground/
75,"In &#8220;A Sucker Emcee,&#8221; Craig Grant, known as muMs, recounts his ups and downs in rhymed couplets while a D.J. plays hip-hop.",http://www.nytimes.com/2014/09/24/theater/a-sucker-emcee-a-rhyming-autobiography.html
76,"The chief medical examiner used DNA testing to confirm the identity of Patrice Braut, who on 9/11 was in the offices of Marsh & McLennan, nearly 100 stories up.",http://www.nytimes.com/2014/09/24/nyregion/remains-of-sole-belgian-victim-of-trade-center-attack-are-identified.html
77,Why aren’t the rewards of economic growth distributed more fairly?,http://www.nytimes.com/2014/09/24/opinion/america-out-of-whack.html
78,The police said early Wednesday that they fatally shot a man after he stabbed two counterterrorism officers in the southern state of Victoria.,http://www.nytimes.com/2014/09/24/world/asia/man-shot-in-attack-on-counterterrorism-officers-in-australia.html
79,"Rock shows have returned to the former home of the national tennis championship in Queens, with window-rattling sounds piercing the neighborhood’s usual calm.",http://www.nytimes.com/2014/09/24/nyregion/as-concerts-return-to-forest-hills-stadium-so-do-complaints.html
80,"Three men convicted of murdering a former Miss Venezuela and her ex-husband in January were sentenced to at least 24 years in prison, the authorities said.",http://www.nytimes.com/2014/09/24/world/americas/venezuela-sentences-in-killing-of-former-miss-venezuela.html
81,Brooks and Collins on the beauty of cities and the ugliness of politics.,http://opinionator.blogs.nytimes.com/2014/09/23/toasting-with-a-half-full-glass/
82,The Washington City Council voted unanimously on Tuesday to allow people to carry concealed handguns in the nation’s capital for the first time in nearly 40 years.,http://www.nytimes.com/2014/09/24/us/concealed-handgun-bill-is-approved.html
83,"Los Angeles County sheriff’s deputies, sergeants and lieutenants were sentenced on Tuesday to federal prison.",http://www.nytimes.com/2014/09/24/us/california-sheriffs-officers-sentenced.html
84,"Gov. Bobby Jindal’s former health secretary, Bruce Greenstein, was charged Tuesday by a state grand jury with lying about his involvement in the award of a now-canceled $200 million Medicaid contract.",http://www.nytimes.com/2014/09/24/us/louisiana-ex-health-chief-is-indicted.html
85,Florida State University’s board voted 11 to 2 on Tuesday to hire State Senator John Thrasher as its next president despite significant campus opposition.,http://www.nytimes.com/2014/09/24/us/florida-politician-to-lead-university.html
86,"Maurice R. Greenberg sued the United States Treasury and the Federal Reserve Bank of New York in 2011, contending that their takeover of A.I.G. in 2008 was improper.",http://www.nytimes.com/interactive/2014/09/24/business/dealbook/aig-documents.html
87,"Julia Pierson, the director of the Secret Service, will face lawmakers’ questions next week about the agency’s latest embarrassment: a White House security breach by an Iraq war veteran.",http://www.nytimes.com/2014/09/24/us/appointed-to-redeem-secret-service-director-julia-pierson-will-discuss-another-misstep.html
88,"The changes by the Treasury Department will not stop the deals but may make some more difficult to execute, corporate advisers said.",http://dealbook.nytimes.com/2014/09/23/new-rules-make-inversions-less-lucrative-experts-say/
89,"Oklahoma and Baylor appeared to be well positioned to challenge college football&#8217;s reigning kingpin, the Southeastern Conference, thanks to improved defenses.",http://www.nytimes.com/2014/09/24/sports/ncaafootball/in-offense-rich-big-12-defense-rises.html
90,"The officer, at a hearing in Manhattan, said Pedro Hernandez did not say “I am here voluntarily” during a 25-minute videotaped confession to the police.",http://www.nytimes.com/2014/09/24/nyregion/detective-in-etan-patz-case-admits-he-added-words-to-suspects-transcript.html
91,President Obama increased the United States&#8217; role in the fight against ISIS without giving Americans the information they need to approve his campaign.,http://www.nytimes.com/2014/09/24/opinion/on-syria-no-convincing-plan.html
92,The national pastime was inextricably linked to the struggle for abolition and civil rights in the late 19th century.,http://opinionator.blogs.nytimes.com/2014/09/23/blacks-baseball-and-the-civil-war/
93,"Territorial disputes and mixed messages have been confusing, President Benigno S. Aquino III said.",http://www.nytimes.com/2014/09/24/world/asia/philippines-president-aquino-concerned-about-china-president-says.html
94,"E-commerce companies see opportunities in selling products as varied as mattresses and eyeglasses, where established companies are accustomed to plump profit margins.",http://www.nytimes.com/2014/09/24/technology/24shave.html
95,The Obama administration released preliminary data on insurers that have indicated they want to participate next year in the insurance exchanges.,http://www.nytimes.com/2014/09/24/us/under-affordable-care-act-25-percent-increase-in-health-insurers-is-predicted.html
96,President Bashar al-Assad stands to benefit from the Obama administration decision to carry out airstrikes in Syria.,http://www.nytimes.com/2014/09/24/opinion/reluctantly-helping-assad.html
97,"Members of the Syria Civil Defense, an opposition group, traveled to the United Nations to seek support. But their minds were on colleagues at home aiding those they say were injured in airstrikes targeting militants.",http://www.nytimes.com/news/un-general-assembly/2014/09/23/while-syrian-volunteers-seek-support-crisis-worsens-at-home/
98,"Several websites and apps are transforming the way that players and coaches practice, scout other teams and analyze their own performance.",http://www.nytimes.com/2014/09/24/technology/high-school-football-gets-its-own-technological-revolution.html
99,New rules from the Treasury Department should slow the practice of American companies avoiding taxes by merging with foreign rivals. Now Congress should act.,http://www.nytimes.com/2014/09/24/opinion/cracking-down-on-corporate-tax-games.html
